"animal_id","bin_timestamp","record_type","X","Y","utmZone"
16176001,"2014-05-30 07:59:17","interpolated",346013.663732838,4623929.3707625,17
16176001,"2014-05-30 10:59:17","interpolated",346156.233483682,4624020.19251917,17
16176001,"2014-05-30 13:59:17","interpolated",346298.799560768,4624111.0170324,17
16176001,"2014-05-30 16:59:17","interpolated",346441.361964027,4624201.84430224,17
16176001,"2014-05-30 19:59:17","interpolated",346583.926561244,4624292.67806745,17
16176001,"2014-05-30 22:59:17","interpolated",346726.48923021,4624383.5157021,17
16176001,"2014-05-31 01:59:17","interpolated",346869.048224754,4624474.35609373,17
16176001,"2014-05-31 04:59:17","interpolated",347011.603544813,4624565.19924237,17
16176001,"2014-05-31 07:59:17","interpolated",347154.155190318,4624656.04514804,17
16176001,"2014-05-31 10:59:17","interpolated",347296.703161205,4624746.8938108,17
16176001,"2014-05-31 13:59:17","interpolated",347439.253971062,4624837.74938228,17
16176001,"2014-05-31 16:59:17","interpolated",347581.802206265,4624928.60841256,17
16176001,"2014-05-31 19:59:17","interpolated",347724.346766256,4625019.4702003,17
16176001,"2014-05-31 22:59:17","interpolated",347866.88765097,4625110.33474552,17
16176001,"2014-06-01 01:59:17","interpolated",348009.424860343,4625201.20204826,17
16176001,"2014-06-01 04:59:17","interpolated",348151.958394304,4625292.07210853,17
16176001,"2014-06-01 07:59:17","interpolated",348294.495414678,4625382.94949271,17
16176001,"2014-06-01 10:59:17","interpolated",348437.029211563,4625473.82992325,17
16176001,"2014-06-01 13:59:17","interpolated",348579.559332436,4625564.71311169,17
16176001,"2014-06-01 16:59:17","interpolated",348722.085777244,4625655.59905811,17
16176001,"2014-06-01 19:59:17","interpolated",348864.608545923,4625746.4877625,17
16176001,"2014-06-01 22:59:17","interpolated",349007.127836457,4625837.37935122,17
16176001,"2014-06-02 01:59:17","interpolated",349149.650867181,4625928.27842824,17
16176001,"2014-06-02 04:59:17","interpolated",349292.170221169,4626019.18026361,17
16176001,"2014-06-02 07:59:17","interpolated",349434.685898375,4626110.08485739,17
16176001,"2014-06-02 10:59:17","interpolated",349577.197898711,4626200.9922096,17
16176001,"2014-06-02 13:59:17","interpolated",349719.706222131,4626291.90232026,17
16176001,"2014-06-02 16:59:17","interpolated",349863.610876113,4626380.18589299,17
16176001,"2014-06-02 19:59:17","interpolated",350018.639761858,4626447.57432408,17
16176001,"2014-06-02 22:59:17","interpolated",350173.665611292,4626514.96604795,17
16176001,"2014-06-03 01:59:17","interpolated",350328.688424387,4626582.36106458,17
16176001,"2014-06-03 04:59:17","interpolated",350483.708201118,4626649.75937401,17
16176001,"2014-06-03 07:59:17","interpolated",350638.724941455,4626717.16097627,17
16176001,"2014-06-03 10:59:17","detection",350794.485000305,4626784.89042142,17
16176001,"2014-06-03 13:59:17","interpolated",350049.839083177,4627854.62330145,17
16176001,"2014-06-03 16:59:17","interpolated",349211.601726896,4629059.30400399,17
16176001,"2014-06-03 19:59:17","interpolated",348373.656194628,4630264.09267611,17
16176001,"2014-06-03 22:59:17","interpolated",347536.002578567,4631468.98932483,17
16176001,"2014-06-04 01:59:17","interpolated",346698.640970936,4632673.99395703,17
16176001,"2014-06-04 04:59:17","detection",345662.732904779,4634165.4482895,17
16176001,"2014-06-04 07:59:17","interpolated",345662.732904779,4634165.4482895,17
16176001,"2014-06-04 10:59:17","detection",345662.732904779,4634165.4482895,17
16176001,"2014-06-04 13:59:17","detection",345662.732904779,4634165.4482895,17
16176001,"2014-06-04 16:59:17","interpolated",345994.846646621,4634359.06299379,17
16176001,"2014-06-04 19:59:17","interpolated",346460.033397621,4634630.29954519,17
16176001,"2014-06-04 22:59:17","interpolated",346919.787839035,4634910.43661759,17
16176001,"2014-06-05 01:59:17","interpolated",347373.717984455,4635200.11591644,17
16176001,"2014-06-05 04:59:17","interpolated",347827.625949825,4635489.83300166,17
16176001,"2014-06-05 07:59:17","interpolated",348281.505531488,4635779.58392013,17
16176001,"2014-06-05 10:59:17","interpolated",348800.65241964,4635836.63193159,17
16176001,"2014-06-05 13:59:17","interpolated",349339.014131472,4635825.22619586,17
16176001,"2014-06-05 16:59:17","interpolated",349877.375628999,4635813.86117429,17
16176001,"2014-06-05 19:59:17","interpolated",350415.736912974,4635802.53686653,17
16176001,"2014-06-05 22:59:17","interpolated",350954.097984171,4635791.25327224,17
16176001,"2014-06-06 01:59:17","interpolated",351492.458843352,4635780.01039108,17
16176001,"2014-06-06 04:59:17","interpolated",352030.819491258,4635768.80822271,17
16176001,"2014-06-06 07:59:17","interpolated",352569.17992866,4635757.6467668,17
16176001,"2014-06-06 10:59:17","interpolated",353107.540156314,4635746.52602301,17
16176001,"2014-06-06 13:59:17","interpolated",353645.900174974,4635735.445991,17
16176001,"2014-06-06 16:59:17","interpolated",354184.259985416,4635724.40667044,17
16176001,"2014-06-06 19:59:17","interpolated",354722.619588392,4635713.408061,17
16176001,"2014-06-06 22:59:17","interpolated",355260.97898466,4635702.45016235,17
16176001,"2014-06-07 01:59:17","interpolated",355799.338174991,4635691.53297416,17
16176001,"2014-06-07 04:59:17","interpolated",356337.69716012,4635680.6564961,17
16176001,"2014-06-07 07:59:17","interpolated",356876.05594083,4635669.82072785,17
16176001,"2014-06-07 10:59:17","interpolated",357414.414517874,4635659.02566907,17
16176001,"2014-06-07 13:59:17","interpolated",357952.772892015,4635648.27131945,17
16176001,"2014-06-07 16:59:17","interpolated",358491.131064001,4635637.55767866,17
16176001,"2014-06-07 19:59:17","interpolated",359029.48903462,4635626.88474637,17
16176001,"2014-06-07 22:59:17","interpolated",359567.846804605,4635616.25252227,17
16176001,"2014-06-08 01:59:17","interpolated",360106.20437473,4635605.66100604,17
16176001,"2014-06-08 04:59:17","interpolated",360644.561745751,4635595.11019736,17
16176001,"2014-06-08 07:59:17","interpolated",361182.918918422,4635584.60009591,17
16176001,"2014-06-08 10:59:17","interpolated",361721.27589352,4635574.13070138,17
16176001,"2014-06-08 13:59:17","interpolated",362259.632671798,4635563.70201344,17
16176001,"2014-06-08 16:59:17","interpolated",362797.989254025,4635553.31403179,17
16176001,"2014-06-08 19:59:17","interpolated",363336.345640947,4635542.96675612,17
16176001,"2014-06-08 22:59:17","interpolated",363874.70183333,4635532.66018611,17
16176001,"2014-06-09 01:59:17","interpolated",364413.05783193,4635522.39432145,17
16176001,"2014-06-09 04:59:17","interpolated",364951.413637524,4635512.16916184,17
16176001,"2014-06-09 07:59:17","interpolated",365489.769250863,4635501.98470697,17
16176001,"2014-06-09 10:59:17","detection",366446.847858619,4635387.34855416,17
16176001,"2014-06-09 10:59:17","detection",367158.401714254,4636275.9314295,17
16176001,"2014-06-09 13:59:17","detection",367791.644563488,4637069.40235052,17
16176001,"2014-06-09 13:59:17","detection",366446.847858619,4635387.34855416,17
16176001,"2014-06-09 13:59:17","detection",365680.519402948,4634509.85901727,17
16176001,"2014-06-09 13:59:17","detection",367158.401714254,4636275.9314295,17
16176001,"2014-06-09 13:59:17","detection",368458.604773279,4637853.41611188,17
16176001,"2014-06-09 13:59:17","detection",369793.975335622,4639433.80683889,17
16176001,"2014-06-09 13:59:17","detection",369139.532239416,4638682.76867982,17
16176001,"2014-06-09 13:59:17","detection",370381.986009602,4640234.98062002,17
16176001,"2014-06-09 13:59:17","detection",371048.641355961,4640988.12365761,17
16176001,"2014-06-09 16:59:17","detection",369793.975335622,4639433.80683889,17
16176001,"2014-06-09 16:59:17","detection",370381.986009602,4640234.98062002,17
16176001,"2014-06-09 16:59:17","detection",369139.532239416,4638682.76867982,17
16176001,"2014-06-09 16:59:17","detection",367791.644563488,4637069.40235052,17
